"transcript_id","length","expression","half_life","type"
"NM_001040428",2011,1.48,2.56410256410256,"coding"
"NM_024071",1412,24.6,2.56410256410256,"coding"
"NM_023112",3890,2.2,2.56410256410256,"coding"
"NM_030819",2118,15.21,2.56410256410256,"coding"
"NM_001031737",3454,3.82,2.56410256410256,"coding"
"NM_024306",2419,2.35,2.56410256410256,"coding"
"NM_014015",1580,14.96,2.56410256410256,"coding"
"NM_001018113",3008,4.71,2.56410256410256,"coding"
"NM_153380",3406,6.6,2.56410256410256,"coding"
"NM_007137",3745,4.07,2.56410256410256,"coding"
"NM_006777",5225,6.02,2.56410256410256,"coding"
"NM_005964",7619,1.29,2.56410256410256,"coding"
"NM_012121",3121,46.91,2.56410256410256,"coding"
"NM_018952",1686,6.69,2.56410256410256,"coding"
"NM_178836",2577,16.58,2.56410256410256,"coding"
"NM_003954",4468,20.95,2.56410256410256,"coding"
"NM_024722",1979,2.82,2.56410256410256,"coding"
"NM_012193",7391,4.75,2.56410256410256,"coding"
"NM_176072",2681,1.29,2.56410256410256,"coding"
"NM_138704",1728,6.58,2.56410256410256,"coding"
"NM_016166",2309,17.34,2.56410256410256,"coding"
"NM_001042367",938,1.53,2.56410256410256,"coding"
"NM_198925",3843,13.96,2.56410256410256,"coding"
"NM_005585",2912,34.63,2.56410256410256,"coding"
"NM_020870",5265,15.54,2.56410256410256,"coding"
"NM_016950",2989,3.8,2.56410256410256,"coding"
"NM_152301",2145,20.11,2.56410256410256,"coding"
"NM_153686",3479,8.98,2.56410256410256,"coding"
"NM_207123",3413,11.28,2.56410256410256,"coding"
"NM_032557",4684,11.86,2.56410256410256,"coding"
"NM_183075",4760,1.25,2.56410256410256,"coding"
"NM_004607",679,49.45,2.5974025974026,"coding"
"NM_148672",816,1.4,2.5974025974026,"coding"
"NM_004365",997,3.67,2.5974025974026,"coding"
"NM_022897",4450,10.64,2.5974025974026,"coding"
"NM_018502",1896,22.29,2.5974025974026,"coding"
"NM_002084",1779,1.78,2.5974025974026,"coding"
"NM_175856",3523,3.39,2.5974025974026,"coding"
"NM_152546",2836,8.09,2.5974025974026,"coding"
"NM_019044",6794,10.48,2.5974025974026,"coding"
"NM_032779",2835,20.63,2.5974025974026,"coding"
"NM_025264",1960,11.46,2.5974025974026,"coding"
"NM_005783",1556,9.42,2.5974025974026,"coding"
"NM_022134",1584,2.49,2.5974025974026,"coding"
"NM_144711",2211,5.1,2.5974025974026,"coding"
"NM_194317",3501,7.27,2.5974025974026,"coding"
"NM_152516",725,17.57,2.5974025974026,"coding"
"NM_014305",1952,12.85,2.5974025974026,"coding"
"NM_052950",3809,6.05,2.5974025974026,"coding"
"NM_025209",2913,16.16,2.5974025974026,"coding"
"NM_014023",4611,8.22,2.5974025974026,"coding"
"NM_001002261",3045,17.81,2.5974025974026,"coding"
"NM_017787",3403,18.8,2.5974025974026,"coding"
"NM_019593",3265,3.31,2.5974025974026,"coding"
"NM_003224",1741,20.89,2.5974025974026,"coding"
"NM_015339",4713,33.46,2.5974025974026,"coding"
"NM_021931",3316,14.93,2.5974025974026,"coding"
"NM_001009608",1407,8.84,2.5974025974026,"coding"
"NM_001951",1752,18.84,2.5974025974026,"coding"
"NM_001017420",3376,8.83,2.5974025974026,"coding"
"NM_021194",2034,42.37,2.5974025974026,"coding"
"NM_024544",2442,36.87,2.5974025974026,"coding"
"NM_198317",2560,14.36,2.5974025974026,"coding"
"NM_032437",2139,2.79,2.5974025974026,"coding"
"NM_147161",3082,2.12,2.5974025974026,"coding"
"NM_015849",941,2.05,2.5974025974026,"coding"
"NM_174964",2478,5.06,2.5974025974026,"coding"
"NM_024595",1968,37.12,2.5974025974026,"coding"
"NM_017550",2825,17.62,2.5974025974026,"coding"
"NM_032701",2297,14.2,2.5974025974026,"coding"
"NM_017908",1998,4.82,2.5974025974026,"coding"
"NM_033204",1458,6.15,2.5974025974026,"coding"
"NM_033316",2377,4.74,2.5974025974026,"coding"
"NM_000461",6341,4,2.5974025974026,"coding"
"NM_020640",3192,7.34,2.5974025974026,"coding"
"NM_001012506",3098,5.1,2.5974025974026,"coding"
"NM_018398",3689,8.99,2.5974025974026,"coding"
"NM_006195",2864,4.24,2.5974025974026,"coding"
"NM_152896",3621,13.3,2.5974025974026,"coding"
"NM_001012267",3428,10.47,2.5974025974026,"coding"
"NM_012406",4225,13.47,2.5974025974026,"coding"
"NM_017822",2167,45.74,2.5974025974026,"coding"
"NM_001001660",1149,2.26,2.5974025974026,"coding"
"NM_031479",2453,2.55,2.5974025974026,"coding"
"NM_024854",3171,2.03,2.5974025974026,"coding"
"NM_013320",2583,5.82,2.5974025974026,"coding"
"NM_019591",3083,2.12,2.5974025974026,"coding"
"NM_014577",4617,12.35,2.5974025974026,"coding"
"NM_014338",2693,14.01,2.5974025974026,"coding"
"NM_001003681",4220,11.89,2.5974025974026,"coding"
"NM_014775",4302,3.54,2.5974025974026,"coding"
"NM_183373",1880,17.14,2.5974025974026,"coding"
"NM_001500",1698,42.74,2.5974025974026,"coding"
"NM_170751",3474,34.45,2.5974025974026,"coding"
"NM_004332",1521,2.09,2.5974025974026,"coding"
"NM_018132",1753,3.08,2.5974025974026,"coding"
"NM_024054",1812,3.03,2.5974025974026,"coding"
"NM_013393",1605,21.46,2.5974025974026,"coding"
"NM_032158",1760,4.93,2.5974025974026,"coding"
"NM_152742",2666,1.73,2.5974025974026,"coding"
"NM_003112",5811,2.39,2.5974025974026,"coding"
"NM_000600",1125,1.71,2.5974025974026,"coding"
"NM_182931",6873,14.35,2.5974025974026,"coding"
"NM_019005",3340,7.68,2.5974025974026,"coding"
"NM_152446",4454,11.33,2.5974025974026,"coding"
"NM_015272",5313,1.52,2.5974025974026,"coding"
"NM_017736",4416,11.49,2.5974025974026,"coding"
"NM_001054",1322,1.08,2.5974025974026,"coding"
"NM_079837",2296,27.19,2.5974025974026,"coding"
"NM_032520",1228,13.11,2.5974025974026,"coding"
"NM_020847",6607,16.44,2.5974025974026,"coding"
"NM_007131",5583,1.95,2.5974025974026,"coding"
"NM_000252",3411,3.19,2.5974025974026,"coding"
"NM_002146",3627,3.13,2.5974025974026,"coding"
"NM_001433",3620,3.35,2.5974025974026,"coding"
"NM_133439",1886,12.99,2.5974025974026,"coding"
"NM_024032",2727,10.37,2.5974025974026,"coding"
"NM_002390",4402,1.75,2.5974025974026,"coding"
"NM_032647",4192,74.27,2.5974025974026,"coding"
"NM_015353",3714,22.73,2.5974025974026,"coding"
"NM_032127",3433,14.11,2.5974025974026,"coding"
"NM_013246",1860,9.9,2.5974025974026,"coding"
"NM_003369",5166,9.17,2.5974025974026,"coding"
"NM_015516",2725,50.93,2.5974025974026,"coding"
"NM_012308",6210,44.88,2.5974025974026,"coding"
"NM_015617",1260,3.82,2.5974025974026,"coding"
"NM_032445",5702,1.08,2.5974025974026,"coding"
"NM_005739",5021,1.84,2.5974025974026,"coding"
"NM_020843",4703,3.57,2.5974025974026,"coding"
"NM_001039841",1045,3.77,2.5974025974026,"coding"
"NM_198524",1470,3.27,2.5974025974026,"coding"
"NM_005090",3369,8.13,2.5974025974026,"coding"
"NM_153426",2336,3.26,2.5974025974026,"coding"
"NM_012445",1807,4.75,2.5974025974026,"coding"
"NM_005612",3663,16.73,2.5974025974026,"coding"
"NM_020368",2035,22.85,2.5974025974026,"coding"
"NM_005713",2389,10.5,2.63157894736842,"coding"
"NM_033414",1710,40.91,2.63157894736842,"coding"
"NM_001040129",285,7.75,2.63157894736842,"coding"
"NM_001745",2203,11.56,2.63157894736842,"coding"
"NM_032177",1751,15.7,2.63157894736842,"coding"
"NM_005246",2950,12.72,2.63157894736842,"coding"
"NM_022353",1387,1.18,2.63157894736842,"coding"
"NM_152519",5410,6.31,2.63157894736842,"coding"
"NM_016932",2132,24.53,2.63157894736842,"coding"
"NM_003469",2490,2.32,2.63157894736842,"coding"
"NM_182625",3024,2.07,2.63157894736842,"coding"
"NM_001508",1362,8,2.63157894736842,"coding"
"NM_017974",3333,15.6,2.63157894736842,"coding"
"NM_031283",2779,1.83,2.63157894736842,"coding"
"NM_144713",1986,1.35,2.63157894736842,"coding"
"NM_198582",3555,1.71,2.63157894736842,"coding"
"NM_001001664",5721,3.12,2.63157894736842,"coding"
"NM_014887",2825,5.84,2.63157894736842,"coding"
"NM_174928",890,6.28,2.63157894736842,"coding"
"NM_001017370",3572,1.32,2.63157894736842,"coding"
"NM_000059",11386,1.15,2.63157894736842,"coding"
"NM_001011725",2365,3.09,2.63157894736842,"coding"
"NM_022466",2916,8.17,2.63157894736842,"coding"
"NM_012311",1906,4.6,2.63157894736842,"coding"
"NM_203438",2528,2.85,2.63157894736842,"coding"
"NM_001033855",4108,5.68,2.63157894736842,"coding"
"NM_173576",3619,8.61,2.63157894736842,"coding"
"NM_001776",1959,2.95,2.63157894736842,"coding"
"NM_003675",1711,12.63,2.63157894736842,"coding"
"NM_032182",2965,11.94,2.63157894736842,"coding"
"NM_022760",1999,10.76,2.63157894736842,"coding"
"NM_004776",4646,66.51,2.63157894736842,"coding"
"NM_182734",6823,4.04,2.63157894736842,"coding"
"NM_001033087",4740,7.59,2.63157894736842,"coding"
"NM_014751",4932,2.01,2.63157894736842,"coding"
"NM_020647",4373,26.83,2.63157894736842,"coding"
"NM_001008495",3243,11.81,2.63157894736842,"coding"
"NM_001029860",2908,1.02,2.63157894736842,"coding"
"NM_016010",1243,6.74,2.63157894736842,"coding"
"NM_173083",3340,10.31,2.63157894736842,"coding"
"NM_024980",1153,8.95,2.63157894736842,"coding"
"NM_001956",1296,2.3,2.63157894736842,"coding"
"NM_018281",1126,20.73,2.63157894736842,"coding"
"NM_006492",1478,5.54,2.63157894736842,"coding"
"NM_153747",1537,8.03,2.63157894736842,"coding"
"NM_018372",3349,11.09,2.63157894736842,"coding"
"NM_030645",3182,26.84,2.63157894736842,"coding"
"NM_006417",1714,8.27,2.63157894736842,"coding"
"NM_019083",3129,3.45,2.63157894736842,"coding"
"NM_139240",1051,12.39,2.63157894736842,"coding"
"NM_004619",3988,5.95,2.63157894736842,"coding"
"NM_001017406",4317,9.56,2.63157894736842,"coding"
"NM_001924",1355,19.44,2.63157894736842,"coding"
"NM_003425",3178,7.92,2.63157894736842,"coding"
"NM_006864",2170,1.24,2.63157894736842,"coding"
"NM_021217",2057,3.47,2.63157894736842,"coding"
"NM_006532",4058,25.99,2.63157894736842,"coding"
"NM_032433",3767,1.76,2.63157894736842,"coding"
"NM_017652",2178,6.51,2.63157894736842,"coding"
"NM_198537",982,14.24,2.63157894736842,"coding"
"NM_020776",4875,2.55,2.63157894736842,"coding"
"NM_001007246",13003,2.67,2.63157894736842,"coding"
"NM_144636",1549,18.37,2.63157894736842,"coding"
"NM_000916",4361,2.12,2.63157894736842,"coding"
"NM_015520",7235,7.04,2.63157894736842,"coding"
"NM_014667",3539,18.7,2.63157894736842,"coding"
"NM_001025069",3241,2.58,2.63157894736842,"coding"
"NM_005778",3135,24.13,2.63157894736842,"coding"
"NM_016305",822,11.14,2.63157894736842,"coding"
"NM_145166",4200,10.31,2.63157894736842,"coding"
"NM_017637",12926,2.02,2.63157894736842,"coding"
"NM_134428",3275,2.5,2.63157894736842,"coding"
"NM_001017969",4705,2.62,2.63157894736842,"coding"
"NM_001860",1791,6.57,2.63157894736842,"coding"
"NM_032823",2834,29.22,2.63157894736842,"coding"
"NM_173199",6382,2.72,2.63157894736842,"coding"
"NM_152421",1674,3.28,2.63157894736842,"coding"
"NM_182505",1328,4.86,2.63157894736842,"coding"
"NM_006530",1404,7.89,2.63157894736842,"coding"
"NM_017410",2435,7.4,2.63157894736842,"coding"
"NM_000456",2564,11.78,2.63157894736842,"coding"
"NM_018318",2352,5.82,2.63157894736842,"coding"
"NM_015633",2306,6.94,2.63157894736842,"coding"
"NM_138396",2462,1.68,2.63157894736842,"coding"
"NM_001024733",3076,2.35,2.63157894736842,"coding"
"NM_014346",2175,19.52,2.63157894736842,"coding"
"NM_020399",4604,16.26,2.63157894736842,"coding"
"NM_002912",10919,6.16,2.63157894736842,"coding"
"NM_007162",2446,11.99,2.63157894736842,"coding"
"NM_004973",5756,17.72,2.63157894736842,"coding"
"NM_145315",2262,5.15,2.63157894736842,"coding"
"NM_002114",9020,6.38,2.63157894736842,"coding"
"NM_006547",4168,21.65,2.63157894736842,"coding"
"NM_006092",4390,6.88,2.63157894736842,"coding"
"NM_175061",3210,13.73,2.63157894736842,"coding"
"NM_032317",2534,5.9,2.63157894736842,"coding"
"NM_001001707",3484,2.27,2.63157894736842,"coding"
"NM_030961",3547,7.72,2.63157894736842,"coding"
"NM_015052",6839,3.72,2.63157894736842,"coding"
"NM_001008408",7165,4.13,2.63157894736842,"coding"
"NM_080666",3164,9.45,2.63157894736842,"coding"
"NM_033141",5602,1.91,2.63157894736842,"coding"
"NM_014924",4742,4.51,2.63157894736842,"coding"
"NM_001043318",8100,21.37,2.63157894736842,"coding"
"NM_017955",2171,44.94,2.63157894736842,"coding"
"NM_152333",2370,12.54,2.63157894736842,"coding"
"NM_016586",1623,14.92,2.63157894736842,"coding"
"NM_183387",7091,1.29,2.63157894736842,"coding"
"NM_021255",5755,2.51,2.63157894736842,"coding"
"NM_181657",3023,2.32,2.63157894736842,"coding"
"NM_023000",5792,1.99,2.63157894736842,"coding"
"NM_006324",1281,36.46,2.63157894736842,"coding"
"NM_024735",3635,33.53,2.63157894736842,"coding"
"NM_016101",2184,33.76,2.63157894736842,"coding"
"NM_153813",3241,7.68,2.63157894736842,"coding"
"NM_022770",2176,24.43,2.63157894736842,"coding"
"NM_014732",7361,1.42,2.63157894736842,"coding"
"NM_017666",4716,8.1,2.63157894736842,"coding"
"NM_001167",8413,2.83,2.63157894736842,"coding"
"NM_020310",4865,7.02,2.63157894736842,"coding"
"NM_017731",3674,3.91,2.63157894736842,"coding"
"NM_145301",1528,6.06,2.63157894736842,"coding"
"NM_013260",2602,19.69,2.63157894736842,"coding"
"NM_002519",5895,3.35,2.63157894736842,"coding"
"NM_024514",1633,1.88,2.63157894736842,"coding"
"NM_004626",1927,3.7,2.63157894736842,"coding"
"NM_021926",1586,37.66,2.63157894736842,"coding"
"NM_015065",6655,1.59,2.63157894736842,"coding"
"NM_030628",3300,36.03,2.63157894736842,"coding"
"NM_022918",3609,6.41,2.63157894736842,"coding"
"NM_152991",2413,12.55,2.63157894736842,"coding"
"NM_024684",557,7.79,2.63157894736842,"coding"
"NM_002555",1563,5.55,2.63157894736842,"coding"
"NM_138292",13147,1.78,2.63157894736842,"coding"
"NM_001031733",4655,3.81,2.63157894736842,"coding"
"NM_005902",6256,10.86,2.63157894736842,"coding"
"NM_152542",2103,7.2,2.63157894736842,"coding"
"NM_015436",4336,5.56,2.63157894736842,"coding"
"NM_133636",3596,1.34,2.63157894736842,"coding"
"NM_018317",1924,2.15,2.63157894736842,"coding"
"NM_032117",941,16.09,2.63157894736842,"coding"
"NM_000297",5073,2.52,2.63157894736842,"coding"
"NM_015082",5382,17.98,2.66666666666667,"coding"
"NM_203406",4300,1.23,2.66666666666667,"coding"
"NM_001040440",2312,3.71,2.66666666666667,"coding"
"NM_018343",1832,21.06,2.66666666666667,"coding"
"NM_019087",2501,12.96,2.66666666666667,"coding"
"NM_175062",2216,2.04,2.66666666666667,"coding"
"NM_007286",3524,22.4,2.66666666666667,"coding"
"NM_031482",1818,5.94,2.66666666666667,"coding"
"NM_000465",2530,13.81,2.66666666666667,"coding"
"NM_015727",1766,20.22,2.66666666666667,"coding"
"NM_018062",1750,19.52,2.66666666666667,"coding"
"NM_152515",3220,6.02,2.66666666666667,"coding"
"NM_022453",1566,17.13,2.66666666666667,"coding"
"NM_199280",2766,1.04,2.66666666666667,"coding"
"NM_014572",4098,11.84,2.66666666666667,"coding"
"NM_012345",3463,2.81,2.66666666666667,"coding"
"NM_003749",7014,8.39,2.66666666666667,"coding"
"NM_153456",7817,8.42,2.66666666666667,"coding"
"NM_145019",2104,13.8,2.66666666666667,"coding"
"NM_015567",4461,12.56,2.66666666666667,"coding"
"NM_015678",10812,1.78,2.66666666666667,"coding"
"NM_024886",1469,2.29,2.66666666666667,"coding"
"NM_018027",6804,1.57,2.66666666666667,"coding"
"NM_182755",3151,1.92,2.66666666666667,"coding"
"NM_004241",8415,5.33,2.66666666666667,"coding"
"NM_004329",3631,11.21,2.66666666666667,"coding"
"NM_030751",3952,14.77,2.66666666666667,"coding"
"NM_022126",1613,3.82,2.66666666666667,"coding"
"NM_144628",4456,7.29,2.66666666666667,"coding"
"NM_080622",1791,2.09,2.66666666666667,"coding"
"NM_006803",3472,6.83,2.66666666666667,"coding"
"NM_020130",1488,11.86,2.66666666666667,"coding"
"NM_174922",1969,3.13,2.66666666666667,"coding"
"NM_178422",3058,7.7,2.66666666666667,"coding"
"NM_014644",8373,5.36,2.66666666666667,"coding"
"NM_005158",3849,17.72,2.66666666666667,"coding"
"NM_014288",892,13.08,2.66666666666667,"coding"
"NM_001514",1304,25.01,2.66666666666667,"coding"
"NM_003443",2643,13.07,2.66666666666667,"coding"
"NM_030761",1595,1.32,2.66666666666667,"coding"
"NM_005595",2684,64.98,2.66666666666667,"coding"
"NM_173508",2893,26.15,2.66666666666667,"coding"
"NM_172210",2749,4.24,2.66666666666667,"coding"
"NM_032435",4667,17.18,2.66666666666667,"coding"
"NM_032270",2575,3.48,2.66666666666667,"coding"
"NM_138330",2209,2.53,2.66666666666667,"coding"
"NM_006969",4675,2.29,2.66666666666667,"coding"
"NM_002517",2066,1.39,2.66666666666667,"coding"
"NM_003259",3000,8.55,2.66666666666667,"coding"
"NM_000455",3286,10.33,2.66666666666667,"coding"
"NM_001039796",1966,4.22,2.66666666666667,"coding"
"NM_014772",5737,19.19,2.66666666666667,"coding"
"NM_020706",3882,8.25,2.66666666666667,"coding"
"NM_144991",3980,1.57,2.66666666666667,"coding"
"NM_017447",1521,3.86,2.66666666666667,"coding"
"NM_058190",964,34.93,2.66666666666667,"coding"
"NM_001947",1239,47.9,2.66666666666667,"coding"
"NM_007024",2178,16.3,2.66666666666667,"coding"
"NM_199420",8790,5.06,2.66666666666667,"coding"
"NM_003242",4714,9.68,2.66666666666667,"coding"
"NM_182523",640,13.42,2.66666666666667,"coding"
"NM_133462",4758,2.61,2.66666666666667,"coding"
"NM_018155",2001,25.51,2.66666666666667,"coding"
"NM_002182",4726,2.08,2.66666666666667,"coding"
"NM_006515",2063,5.7,2.66666666666667,"coding"
"NM_017644",7331,1.22,2.66666666666667,"coding"
"NM_018325",3246,1.6,2.66666666666667,"coding"
"NM_033087",2834,9.19,2.66666666666667,"coding"
"NM_000197",1134,3.9,2.66666666666667,"coding"
"NM_001004354",1785,7.67,2.66666666666667,"coding"
"NM_194330",5268,4.23,2.66666666666667,"coding"
"NM_001035254",3844,4.46,2.66666666666667,"coding"
"NM_004560",4091,36.37,2.66666666666667,"coding"
"NM_005502",10412,3.33,2.66666666666667,"coding"
"NM_012204",3210,66.27,2.66666666666667,"coding"
"NM_002595",4041,9.07,2.66666666666667,"coding"
"NM_024095",2629,14.72,2.66666666666667,"coding"
"NM_032130",2932,1.54,2.66666666666667,"coding"
"NM_003717",591,3.09,2.66666666666667,"coding"
"NM_022895",1920,17.54,2.66666666666667,"coding"
"NM_020762",4426,11.12,2.66666666666667,"coding"
"NM_018413",1687,24.65,2.66666666666667,"coding"
"NM_032358",2275,28.38,2.66666666666667,"coding"
"NM_018157",4989,6.55,2.66666666666667,"coding"
"NM_005171",1568,52.87,2.66666666666667,"coding"
"NM_030573",1271,23.61,2.66666666666667,"coding"
"NM_005138",931,34.61,2.66666666666667,"coding"
"NM_152246",4914,4.51,2.66666666666667,"coding"
"NM_152253",4914,4.51,2.66666666666667,"coding"
"NM_001004426",3239,1.19,2.66666666666667,"coding"
"NM_153615",2897,4.86,2.66666666666667,"coding"
"NM_016277",3037,5.05,2.66666666666667,"coding"
"NM_181356",2500,14.43,2.66666666666667,"coding"
"NM_006661",4576,19.21,2.66666666666667,"coding"
"NM_021065",460,265.63,2.66666666666667,"coding"
"NM_001002255",702,1.09,2.66666666666667,"coding"
"NM_012115",6782,5.57,2.66666666666667,"coding"
"NM_004333",2477,12.11,2.66666666666667,"coding"
"NM_018951",2648,14.61,2.66666666666667,"coding"
"NM_198990",4841,3.16,2.66666666666667,"coding"
"NM_148899",2609,9.13,2.66666666666667,"coding"
"NM_030631",2024,6.48,2.66666666666667,"coding"
"NM_001032",735,41.36,2.66666666666667,"coding"
"NM_031464",3035,2.31,2.66666666666667,"coding"
"NM_017926",2478,20.75,2.66666666666667,"coding"
"NM_016472",2110,2.23,2.66666666666667,"coding"
"NM_181598",2271,1.27,2.66666666666667,"coding"
"NM_133509",2513,9.37,2.66666666666667,"coding"
"NM_006084",1699,9.77,2.66666666666667,"coding"
"NM_001037125",1401,1.3,2.66666666666667,"coding"
"NM_152308",1462,1.45,2.66666666666667,"coding"
"NM_001374",1365,3.1,2.66666666666667,"coding"
"NM_152287",3548,13.62,2.66666666666667,"coding"
"NM_001040284",7589,4.27,2.66666666666667,"coding"
"NM_005250",3207,4.33,2.66666666666667,"coding"
"NM_004085",1168,10.07,2.66666666666667,"coding"
"NM_018486",1743,23.58,2.66666666666667,"coding"
"NM_003173",2745,28.26,2.66666666666667,"coding"
"NM_018143",2326,37.26,2.66666666666667,"coding"
"NM_000723",3687,9.08,2.66666666666667,"coding"
"NM_032837",2697,20.14,2.66666666666667,"coding"
"NM_007146",4652,9.95,2.66666666666667,"coding"
"NM_032294",3583,37.14,2.66666666666667,"coding"
"NM_001033561",4475,17.96,2.66666666666667,"coding"
"NM_021213",1932,6.94,2.66666666666667,"coding"
"NM_000676",1885,20.12,2.66666666666667,"coding"
"NM_153006",2086,2.67,2.66666666666667,"coding"
"NM_001584",2272,5.9,2.66666666666667,"coding"
"NM_014067",1225,87.29,2.66666666666667,"coding"
"NM_024725",2726,2.65,2.66666666666667,"coding"
"NM_014205",1321,11.9,2.66666666666667,"coding"
"NM_015324",1699,23.8,2.66666666666667,"coding"
"NM_033388",2160,5.26,2.66666666666667,"coding"
"NM_207354",2219,18.44,2.66666666666667,"coding"
"NM_001040615",2577,5.69,2.66666666666667,"coding"
"NM_032499",2616,14.68,2.66666666666667,"coding"
"NM_021005",3049,25.54,2.66666666666667,"coding"
"NM_152292",3711,1.71,2.66666666666667,"coding"
"NM_178835",4156,6.29,2.66666666666667,"coding"
"NM_198721",2681,78.84,2.66666666666667,"coding"
"NM_014883",5858,18.6,2.66666666666667,"coding"
"NM_001029998",2706,6.7,2.66666666666667,"coding"
"NM_018717",7086,11.65,2.66666666666667,"coding"
"NM_000909",2775,3.61,2.66666666666667,"coding"
"NM_152408",1698,5.9,2.7027027027027,"coding"
"NM_052870",1887,16.16,2.7027027027027,"coding"
"NM_006846",3610,1.17,2.7027027027027,"coding"
"NM_016552",3252,10.08,2.7027027027027,"coding"
"NM_001039693",5148,2.77,2.7027027027027,"coding"
"NM_022374",2279,23.33,2.7027027027027,"coding"
"NM_004882",1809,2.5,2.7027027027027,"coding"
"NM_020935",8015,4,2.7027027027027,"coding"
"NM_183240",579,6.16,2.7027027027027,"coding"
"NM_015147",2195,20.71,2.7027027027027,"coding"
"NM_152524",4214,3.91,2.7027027027027,"coding"
"NM_144978",2196,12.56,2.7027027027027,"coding"
"NM_007249",10923,3.21,2.7027027027027,"coding"
"NM_004951",1746,2.7,2.7027027027027,"coding"
"NM_000282",2518,10.92,2.7027027027027,"coding"
"NM_175605",3171,1.36,2.7027027027027,"coding"
"NM_024808",2803,18.59,2.7027027027027,"coding"
"NM_000124",4714,7.55,2.7027027027027,"coding"
"NM_015892",4713,3.72,2.7027027027027,"coding"
"NM_014904",6059,1.05,2.7027027027027,"coding"
"NM_014661",5740,20.29,2.7027027027027,"coding"
"NM_152230",1829,6.8,2.7027027027027,"coding"
"NM_018702",3655,96.38,2.7027027027027,"coding"
"NM_031232",2058,36.67,2.7027027027027,"coding"
"NM_012408",4652,28.92,2.7027027027027,"coding"
"NM_018419",1718,1.74,2.7027027027027,"coding"
"NM_020536",3884,2.58,2.7027027027027,"coding"
"NM_024555",1799,10.83,2.7027027027027,"coding"
"NM_006281",2826,6.82,2.7027027027027,"coding"
"NM_017884",1577,30.47,2.7027027027027,"coding"
"NM_024831",3798,17.73,2.7027027027027,"coding"
"NM_183008",1771,9.09,2.7027027027027,"coding"
"NM_001025247",4139,22.89,2.7027027027027,"coding"
"NM_181873",2324,3.52,2.7027027027027,"coding"
"NM_001039790",1660,2.78,2.7027027027027,"coding"
"NM_003567",3184,27.52,2.7027027027027,"coding"
"NM_032132",1895,2.13,2.7027027027027,"coding"
"NM_014857",2940,13.09,2.7027027027027,"coding"
"NM_022778",3961,37.28,2.7027027027027,"coding"
"NM_181359",4176,7.04,2.7027027027027,"coding"
"NM_001013693",4012,1.34,2.7027027027027,"coding"
"NM_006769",2126,22.83,2.7027027027027,"coding"
"NM_153340",2318,27.1,2.7027027027027,"coding"
"NM_017542",3852,46.9,2.7027027027027,"coding"
"NM_004258",3340,1.52,2.7027027027027,"coding"
"NM_032756",1803,15.79,2.7027027027027,"coding"
"NM_178526",3162,3.47,2.7027027027027,"coding"
"NM_003811",1645,1.69,2.7027027027027,"coding"
"NM_003407",1746,4.47,2.7027027027027,"coding"
"NM_080732",3928,26.73,2.7027027027027,"coding"
"NM_001042631",1131,4.42,2.7027027027027,"coding"
"NM_032347",1439,3.75,2.7027027027027,"coding"
"NM_005786",4982,3.29,2.7027027027027,"coding"
"NM_022115",6654,13.04,2.7027027027027,"coding"
"NM_001754",7288,4.75,2.7027027027027,"coding"
"NM_178817",1023,4.14,2.7027027027027,"coding"
"NM_181489",9105,5.43,2.7027027027027,"coding"
"NM_032638",3383,42.45,2.7027027027027,"coding"
"NM_012191",1218,14.41,2.7027027027027,"coding"
"NM_015150",3033,7.57,2.7027027027027,"coding"
"NM_002338",1640,32.71,2.7027027027027,"coding"
"NM_007275",1691,12.72,2.7027027027027,"coding"
"NM_004113",2861,3.23,2.7027027027027,"coding"
"NM_032682",6222,24.09,2.7027027027027,"coding"
"NM_015595",3857,3.8,2.7027027027027,"coding"
"NM_016483",2290,1,2.7027027027027,"coding"
"NM_024638",4008,23.69,2.7027027027027,"coding"
"NM_139209",1746,4.69,2.7027027027027,"coding"
"NM_016089",2382,8.02,2.7027027027027,"coding"
"NM_024617",5648,5.15,2.7027027027027,"coding"
"NM_173690",1968,11.52,2.7027027027027,"coding"
"NM_199160",3342,3,2.7027027027027,"coding"
"NM_144488",4643,4.42,2.7027027027027,"coding"
"NM_152422",4515,7.78,2.7027027027027,"coding"
"NM_005226",4221,11.04,2.7027027027027,"coding"
"NM_015061",4674,8.3,2.7027027027027,"coding"
"NM_003358",1637,14.14,2.7027027027027,"coding"
"NM_018351",4996,1.69,2.7027027027027,"coding"
"NM_001037806",1916,4.07,2.7027027027027,"coding"
"NM_138341",1716,2.8,2.7027027027027,"coding"
"NM_000921",4124,239.94,2.7027027027027,"coding"
"NM_020375",8237,2.12,2.7027027027027,"coding"
"NM_182552",3193,17.01,2.7027027027027,"coding"
"NM_017651",5538,9.09,2.7027027027027,"coding"
"NM_173082",7347,5.39,2.7027027027027,"coding"
"NM_003220",3808,11.1,2.7027027027027,"coding"
"NM_152737",3322,13.24,2.7027027027027,"coding"
"NM_024493",2242,2.4,2.7027027027027,"coding"
"NM_001634",3421,42.99,2.7027027027027,"coding"
"NM_018013",4238,3.25,2.7027027027027,"coding"
"NM_001013836",2754,21.65,2.7027027027027,"coding"
"NM_020319",2500,7.44,2.7027027027027,"coding"
"NM_018051",3785,2.52,2.7027027027027,"coding"
"NM_003505",4350,1.75,2.7027027027027,"coding"
"NM_016447",2201,18.19,2.7027027027027,"coding"
