"transcript_id","length","expression","half_life","type","gc_content"
"NM_001497",4080,156.56,8.44444444444444,"coding",0.50742337164751
"NM_001498",3717,18.53,4.16,"coding",0.442007926023778
"NM_001500",1698,42.74,2.5974025974026,"coding",0.549549549549549
"NM_001505",2981,1.1,2.1978021978022,"coding",0.609245357566179
"NM_001508",1362,8,2.63157894736842,"coding",0.548524844720497
"NM_001511",1103,1.48,4,"coding",0.454003407155026
"NM_001512",1317,2.41,3.77358490566038,"coding",0.424193548387097
"NM_001514",1304,25.01,2.66666666666667,"coding",0.391494684177611
"NM_001516",1505,14.36,3.125,"coding",0.39224526600541
"NM_001520",7106,37.92,9,"coding",0.56459802538787
"NM_001527",1985,76,11.1428571428571,"coding",0.377631714080312
"NM_001531",1263,2.59,7,"coding",0.451000253228665
"NM_001532",2529,40.41,3.33333333333333,"coding",0.606109979633401
"NM_001535",2249,18.62,8,"coding",0.523385300668151
"NM_001538",2535,2.51,2.85714285714286,"coding",0.655107778819119
"NM_001539",1538,137.43,6.94736842105263,"coding",0.408365674859853
"NM_001540",865,165.91,18,"coding",0.652509652509653
"NM_001542",7253,2.54,6.5,"coding",0.530230653746417
"NM_001543",7913,20.49,7.45454545454546,"coding",0.566471102234428
"NM_001545",888,18.25,8.5,"coding",0.514541387024608
"NM_001547",3058,7.41,2.27272727272727,"coding",0.417329796640141
"NM_001549",1999,6.41,3.125,"coding",0.443514644351464
"NM_001550",2487,43.5,4.53333333333333,"coding",0.409911287855613
"NM_001551",1679,8.61,4.96551724137931,"coding",0.488109393579073
"NM_001552",2246,61.23,14.7692307692308,"coding",0.626303854875284
"NM_001554",2037,16.24,3.50877192982456,"coding",0.504828797190518
"NM_001556",3916,13.08,3.27868852459016,"coding",0.524631792788217
"NM_001559",4040,4.96,2.06185567010309,"coding",0.474509803921569
"NM_001560",4006,13.01,15.2307692307692,"coding",0.426926926926927
"NM_001562",1145,5.8,10.1621621621622,"coding",0.42152466367713
"NM_001564",1135,4.66,2.7027027027027,"coding",0.402766476810415
"NM_001567",4737,71.29,5.71428571428571,"coding",0.610565880141992
"NM_001568",1516,116.56,12,"coding",0.37190900098912
"NM_001570",3469,12.93,3.125,"coding",0.515010201107549
"NM_001571",1648,29.1,6.93333333333333,"coding",0.613166144200627
"NM_001572",2051,2.82,3.7037037037037,"coding",0.665626625065003
"NM_001584",2272,5.9,2.66666666666667,"coding",0.440671350507416
"NM_001587",5165,12.53,7.61904761904762,"coding",0.455622450961352
"NM_001605",3344,82.98,10.0606060606061,"coding",0.533313936572592
"NM_001606",8172,10.8,4.5,"coding",0.635443662840923
"NM_001607",1695,15.31,3.7037037037037,"coding",0.583284284873455
"NM_001610",2109,18.02,11.3846153846154,"coding",0.573188062529607
"NM_001613",1330,1.45,3.2258064516129,"coding",0.518161601186064
"NM_001614",1919,646.97,12.3529411764706,"coding",0.546638874413757
"NM_001616",5244,1.96,2.32558139534884,"coding",0.367472190257
"NM_001618",3859,96.64,20.2758620689655,"coding",0.49597787833082
"NM_001619",3603,34.66,5.66666666666667,"coding",0.6303261827799
"NM_001621",5827,7.13,2.77777777777778,"coding",0.407656575364408
"NM_001625",3606,82.25,15.1428571428571,"coding",0.452261306532663
"NM_001626",1715,105.24,7.63636363636364,"coding",0.58
"NM_001627",4760,6.16,10,"coding",0.395660497766433
"NM_001631",2516,17.56,8.53333333333333,"coding",0.593952483801296
"NM_001634",3421,42.99,2.7027027027027,"coding",0.378615249780894
"NM_001640",2775,26.91,3.57142857142857,"coding",0.580757207363668
"NM_001645",464,6.22,8.66666666666667,"coding",0.577821011673152
"NM_001649",7445,1.94,3.07692307692308,"coding",0.574792614396575
"NM_001654",2466,49.94,8,"coding",0.589991589571068
"NM_001655",3916,61.49,7.65217391304348,"coding",0.43415122684026
"NM_001659",3595,115.23,10.6285714285714,"coding",0.521900519673348
"NM_001660",1610,89.08,11.7073170731707,"coding",0.395363408521303
"NM_001661",1602,5.18,2.10526315789474,"coding",0.548162230671736
"NM_001663",1806,58.14,2.53164556962025,"coding",0.428387096774194
"NM_001665",1286,31.06,3.27868852459016,"coding",0.6
"NM_001672",584,3.78,3.7037037037037,"coding",0.601837672281776
"NM_001674",2361,8.25,2.24719101123596,"coding",0.504123711340206
"NM_001675",2022,54.89,4.71428571428571,"coding",0.562469377756002
"NM_001679",1853,59.16,22.2,"coding",0.416350839198701
"NM_001687",1005,47.82,22.1052631578947,"coding",0.695477386934673
"NM_001690",4567,15.97,15.4736842105263,"coding",0.404590163934426
"NM_001692",1956,1.47,2.17391304347826,"coding",0.591504981646565
"NM_001693",3054,35.07,8.73684210526316,"coding",0.454831932773109
"NM_001696",1406,20.86,8.57142857142857,"coding",0.45986496624156
"NM_001698",1548,21.75,2.98507462686567,"coding",0.44853875476493
"NM_001706",3630,5.47,2.32558139534884,"coding",0.499697519661222
"NM_001707",1690,75.38,5.29032258064516,"coding",0.56464221286831
"NM_001718",4968,32.09,18.1818181818182,"coding",0.556553911205074
"NM_001720",3773,2.78,3.57142857142857,"coding",0.560712805636138
"NM_001722",1946,51.77,3.44827586206897,"coding",0.491004497751124
"NM_001730",3350,35.92,2.32558139534884,"coding",0.452672439534189
"NM_001731",1783,6.87,2.94117647058824,"coding",0.385612443292288
"NM_001736",2342,1.15,3.03030303030303,"coding",0.51118760757315
"NM_001743",1128,184.73,9.17647058823529,"coding",0.372727272727273
"NM_001744",2168,7.12,3.27868852459016,"coding",0.371713280857478
"NM_001745",2203,11.56,2.63157894736842,"coding",0.427452786734224
"NM_001748",3419,37.23,17.5,"coding",0.49554367201426
"NM_001752",2305,23.57,17.6727272727273,"coding",0.450458315146224
"NM_001753",2704,13.34,11.2,"coding",0.408794788273616
"NM_001754",7288,4.75,2.7027027027027,"coding",0.46189917936694
"NM_001755",3181,32.43,8.13793103448276,"coding",0.405552010210594
"NM_001757",1245,75.42,6.30769230769231,"coding",0.541390728476821
"NM_001759",6480,1.11,7.76470588235294,"coding",0.455259510241799
"NM_001760",2095,58.32,10,"coding",0.599703849950642
"NM_001761",4238,49.26,3.125,"coding",0.5725768321513
"NM_001769",1246,44.69,22.2857142857143,"coding",0.450612244897959
"NM_001776",1959,2.95,2.63157894736842,"coding",0.414071880252942
"NM_001779",1040,17.81,3.03030303030303,"coding",0.383057090239411
"NM_001785",985,13.8,10.4615384615385,"coding",0.563658838071693
"NM_001786",1235,105.42,3.84615384615385,"coding",0.353626257278984
"NM_001789",3717,32.53,2.46913580246914,"coding",0.518210197710718
"NM_001790",2115,12.86,3.7037037037037,"coding",0.463449593884377
"NM_001791",2308,40.18,11.741935483871,"coding",0.420832143197182
"NM_001792",4122,5.52,19.1111111111111,"coding",0.431025896414343
"NM_001800",1416,2.93,3.33333333333333,"coding",0.611929824561404
"NM_001802",2702,16.39,2.35294117647059,"coding",0.500739644970414
"NM_001806",3750,9.13,2.40963855421687,"coding",0.412600536193029
"NM_001810",2856,27.33,5.2972972972973,"coding",0.665051903114187
"NM_001812",3349,3.74,2.29885057471264,"coding",0.380624358786458
"NM_001813",8630,2.96,2.7027027027027,"coding",0.350544432736214
"NM_001821",7082,6.28,6.4,"coding",0.348175381263617
"NM_001822",2607,3.36,11.04,"coding",0.457541191381496
"NM_001825",1597,6.16,2.53164556962025,"coding",0.51280487804878
"NM_001826",717,51.95,8.32,"coding",0.45186136071887
"NM_001827",627,150.86,6.95652173913043,"coding",0.413961038961039
"NM_001829",4058,15.03,6.83333333333333,"coding",0.40120572720422
"NM_001830",4562,3.65,6.04444444444444,"coding",0.475514129309069
"NM_001835",5525,12.92,2.89855072463768,"coding",0.522161959977558
"NM_001839",2045,22.65,9,"coding",0.430436966348569
"NM_001846",6264,45.77,16,"coding",0.618367980142724
"NM_001848",4246,6.36,8.66666666666667,"coding",0.635260528194147
"NM_001851",3704,2.18,3.03030303030303,"coding",0.521233432512848
"NM_001853",2511,29.32,2.46913580246914,"coding",0.674409291149379
"NM_001854",7327,5.74,3.84615384615385,"coding",0.475584735330324
"NM_001856",5584,61.5,2.89855072463768,"coding",0.623477297895903
"NM_001859",4735,9.61,9.875,"coding",0.440781184376312
"NM_001860",1791,6.57,2.63157894736842,"coding",0.468949506674405
"NM_001878",969,220.62,19.304347826087,"coding",0.546201232032854
"NM_001880",2117,17.45,3.84615384615385,"coding",0.368876080691643
"NM_001889",1887,16.41,17.1428571428571,"coding",0.376834381551363
"NM_001892",3149,80.15,7.04761904761905,"coding",0.401119402985075
"NM_001894",2820,96.45,3.63636363636364,"coding",0.550719152157456
"NM_001895",2849,45.02,6.8,"coding",0.4429937048263
"NM_001896",1674,69.07,9.125,"coding",0.552729199788023
"NM_001903",3778,64.96,18.9677419354839,"coding",0.474960042621204
"NM_001904",3697,102.34,15.906976744186,"coding",0.446599289811527
"NM_001905",2758,85.94,5.83333333333333,"coding",0.482394366197183
"NM_001907",1184,5.45,4.66666666666667,"coding",0.571673819742489
"NM_001915",3173,56.27,5.63636363636364,"coding",0.568453397063844
"NM_001918",10831,3.45,5,"coding",0.392814149458283
"NM_001919",1043,18.32,9,"coding",0.613138686131387
"NM_001921",2042,30.86,10.6206896551724,"coding",0.478734439834025
"NM_001924",1355,19.44,2.63157894736842,"coding",0.507396449704142
"NM_001927",2268,1.14,9.45454545454546,"coding",0.62862238074008
"NM_001928",1173,5.26,5.6,"coding",0.65071368597817
"NM_001930",1351,19.21,17.3793103448276,"coding",0.576208178438662
"NM_001931",3321,24.12,12.6857142857143,"coding",0.402527075812274
"NM_001932",3012,13.45,3.07692307692308,"coding",0.524014336917563
"NM_001933",2828,35.73,9.17647058823529,"coding",0.518307856381088
"NM_001934",1659,1.45,3.57142857142857,"coding",0.543391945547362
"NM_001938",3222,51.43,5.41935483870968,"coding",0.379197945476096
"NM_001943",3516,36.45,19.448275862069,"coding",0.412146743900298
"NM_001945",2360,2.49,2.4390243902439,"coding",0.505513146734521
"NM_001947",1239,47.9,2.66666666666667,"coding",0.591193097292472
"NM_001949",4744,22.78,2.40963855421687,"coding",0.46306592533757
"NM_001950",2100,53.26,5.23076923076923,"coding",0.581042654028436
"NM_001951",1752,18.84,2.5974025974026,"coding",0.469450101832994
"NM_001953",1600,18.15,3.38983050847458,"coding",0.694199243379571
"NM_001956",1296,2.3,2.63157894736842,"coding",0.593774940143655
"NM_001957",4105,8.86,2.94117647058824,"coding",0.409068010075567
"NM_001961",3163,703.59,16.1052631578947,"coding",0.598796706776441
"NM_001962",1574,77.99,2.56410256410256,"coding",0.434102755026061
"NM_001967",1905,89.98,2.77777777777778,"coding",0.404029692470838
"NM_001968",2493,22.6,4.4,"coding",0.34487021013597
"NM_001973",3077,14.8,3.77358490566038,"coding",0.386080870917574
"NM_001981",5220,11.81,7.4,"coding",0.380011621150494
"NM_001983",1273,27.36,9.33333333333333,"coding",0.562296537437112
"NM_001986",2212,1.69,18.8,"coding",0.596934174932372
"NM_001987",5992,8.89,2.73972602739726,"coding",0.478841145833333
"NM_001988",6457,5.2,3.50877192982456,"coding",0.649196042053185
"NM_001990",2045,18.59,3.27868852459016,"coding",0.461243540590098
"NM_001991",4640,4.72,2.77777777777778,"coding",0.505503993093028
"NM_001992",3592,1.07,8.22222222222222,"coding",0.436812449691441
"NM_001993",2153,4.21,2.17391304347826,"coding",0.428198433420366
"NM_001995",3822,13,9.95121951219512,"coding",0.451778017241379
"NM_002006",6803,5.73,3.03030303030303,"coding",0.375974121452728
"NM_002012",1095,1.49,22.6666666666667,"coding",0.456675224646983
"NM_002013",1420,8.83,3.125,"coding",0.387220939183988
"NM_002014",2251,94.58,12.375,"coding",0.509825033647376
"NM_002015",5723,4.26,2.40963855421687,"coding",0.466170617753937
"NM_002018",4176,34.73,21,"coding",0.591485290600335
"NM_002022",2148,1.29,6.52631578947368,"coding",0.415979157620495
"NM_002024",4362,6.48,8.66666666666667,"coding",0.392028822337311
"NM_002028",2836,10.51,4.85714285714286,"coding",0.533013648100332
"NM_002033",5937,5.26,2.1978021978022,"coding",0.488870292887029
"NM_002035",2272,17.54,5.26315789473684,"coding",0.393155745673731
"NM_002037",2650,42.79,4.2,"coding",0.484288864388093
"NM_002040",4394,3.71,3.50877192982456,"coding",0.367011098354382
"NM_002041",2842,28.35,3.17460317460317,"coding",0.449406838799721
"NM_002043",1628,1.71,3.38983050847458,"coding",0.464119881806669
"NM_002044",3208,6.55,3.2258064516129,"coding",0.393353941267388
"NM_002047",2742,46.28,10,"coding",0.471070988920804
"NM_002048",2828,16.24,2.12765957446809,"coding",0.596820349761526
"NM_002056",3082,23.36,9.25,"coding",0.381372662873069
"NM_002061",3074,13.06,5.69230769230769,"coding",0.373336063895146
"NM_002063",3214,2.55,2.29885057471264,"coding",0.411783042394015
"NM_002064",1328,5.3,3.57142857142857,"coding",0.432
"NM_002065",3499,70,6.76923076923077,"coding",0.452465233881163
"NM_002067",1615,47.15,3.63636363636364,"coding",0.629116945107399
"NM_002069",3342,23.3,2.94117647058824,"coding",0.369036992958445
"NM_002070",2200,68,15.219512195122,"coding",0.578188373141055
"NM_002072",2188,18.56,3.07692307692308,"coding",0.408311537343795
"NM_002073",3225,4.42,2.73972602739726,"coding",0.556782334384858
"NM_002074",3147,206.47,14.4705882352941,"coding",0.504584255453683
"NM_002075",1923,6.67,2.32558139534884,"coding",0.582981291490646
"NM_002077",4805,6.6,3.7037037037037,"coding",0.478367849087554
"NM_002078",7717,8.77,3.63636363636364,"coding",0.388419164745068
"NM_002079",1941,30.38,8.28571428571428,"coding",0.48938321536906
"NM_002080",2473,51.9,19.2,"coding",0.500206526228831
"NM_002081",3692,32.44,10.0740740740741,"coding",0.667114815810702
"NM_002083",1024,1.22,1.98019801980198,"coding",0.542299349240781
"NM_002084",1779,1.78,2.5974025974026,"coding",0.556456643792888
"NM_002086",3317,57.67,5.33333333333333,"coding",0.518484570730217
"NM_002089",1110,3.12,2.35294117647059,"coding",0.446636771300448
"NM_002092",2839,49.56,8.72727272727273,"coding",0.423449319213313
"NM_002093",1639,42.45,3.63636363636364,"coding",0.422256489334361
"NM_002094",2587,117.22,10.5185185185185,"coding",0.410166643327265
"NM_002095",1560,28.7,3.7037037037037,"coding",0.470520892959359
"NM_002096",2440,42.99,6.51851851851852,"coding",0.584703947368421
"NM_002103",3574,18.36,10,"coding",0.586718968898851
"NM_002105",1651,38.23,3.44827586206897,"coding",0.668341708542714
"NM_002106",951,180.14,18,"coding",0.446882217090069
"NM_002109",1981,54.17,10.56,"coding",0.526180698151951
"NM_002111",13481,6.65,7,"coding",0.537709290265225
"NM_002114",9020,6.38,2.63157894736842,"coding",0.455539600132553
"NM_002120",1322,1.08,2.73972602739726,"coding",0.493966817496229
"NM_002126",5607,1.22,3.38983050847458,"coding",0.432441880790072
"NM_002129",1277,117.22,4.53333333333333,"coding",0.394170714781402
"NM_002130",3421,49.4,6.85714285714286,"coding",0.388017388017388
"NM_002133",1550,42.27,5.65853658536585,"coding",0.576576576576577
"NM_002134",1636,25.77,5.10344827586207,"coding",0.571428571428571
"NM_002135",2699,39.83,2.98507462686567,"coding",0.606451612903226
"NM_002139",2078,87.08,8.92307692307692,"coding",0.455268389662028
"NM_002140",2830,177.65,16.1052631578947,"coding",0.416127934671657
"NM_002146",3627,3.13,2.5974025974026,"coding",0.528811690102013
"NM_002154",3385,76.24,10.0606060606061,"coding",0.42375366568915
"NM_002156",2339,210.61,16.4444444444444,"coding",0.416926503340757
"NM_002158",5472,9.47,2.27272727272727,"coding",0.344307522530807
"NM_002162",1824,3.01,21.2903225806452,"coding",0.613256484149856
"NM_002166",1402,2.54,2.27272727272727,"coding",0.424942263279446
"NM_002167",1203,128.12,2.29885057471264,"coding",0.567368421052632
"NM_002180",3892,19.86,2.89855072463768,"coding",0.592233009708738
"NM_002182",4726,2.08,2.66666666666667,"coding",0.382507903055848
"NM_002184",3242,17.86,6.82352941176471,"coding",0.364794505372771
"NM_002185",1809,25.17,2.94117647058824,"coding",0.412521815008726
"NM_002194",1682,10.38,3.7037037037037,"coding",0.513684210526316
"NM_002195",617,16.11,17.5714285714286,"coding",0.420081967213115
"NM_002198",2035,10.28,2.35294117647059,"coding",0.53038829487901
"NM_002199",2223,6.72,2.40963855421687,"coding",0.452370403190075
"NM_002201",974,3.75,3.57142857142857,"coding",0.526847757422615
"NM_002202",2729,3.78,2.12765957446809,"coding",0.453634085213033
"NM_002203",5361,3.24,4.18181818181818,"coding",0.401377024097922
"NM_002204",4637,18.48,13.5652173913043,"coding",0.608917979136838
"NM_002205",4267,26.87,8,"coding",0.580470588235294
"NM_002208",3927,14.4,2.53164556962025,"coding",0.546147778069945
"NM_002214",8787,2.74,2.89855072463768,"coding",0.387341207934032
"NM_002220",1782,1.72,9.16666666666667,"coding",0.668493150684932
"NM_002221",5875,7.26,2.94117647058824,"coding",0.581432445366087
"NM_002222",9517,35.24,3.38983050847458,"coding",0.473402613437596
"NM_002223",12568,1.98,3.17460317460317,"coding",0.419929958611907
"NM_002224",8833,15.62,3.84615384615385,"coding",0.585416896133935
"NM_002225",2216,23.34,6.47619047619048,"coding",0.532413793103448
"NM_002227",5053,18.54,10.2857142857143,"coding",0.464454045561665
"NM_002228",3338,6.96,2.77777777777778,"coding",0.561252686521339
"NM_002229",1832,57.63,2.1505376344086,"coding",0.648633879781421
"NM_002238",3208,6.31,8.8,"coding",0.497828514704058
"NM_002245",1901,53.15,2.98507462686567,"coding",0.452207666181465
"NM_002246",2590,9.09,3.125,"coding",0.57502826683896
"NM_002250",2240,8.95,8.86486486486486,"coding",0.615030674846626
"NM_002254",5401,2.41,3.77358490566038,"coding",0.559528266566829
"NM_002264",6887,27.45,7.57894736842105,"coding",0.398519163763066
"NM_002265",4205,135.42,11,"coding",0.449653350940905
"NM_002267",4471,16.36,6,"coding",0.386309805779252
"NM_002268",3816,39.58,9.25,"coding",0.390527256478999
"NM_002269",2172,5.41,2.53164556962025,"coding",0.387261738726174
"NM_002271",6019,70.14,18.6666666666667,"coding",0.409863378873709
"NM_002273",1788,61.75,20.3720930232558,"coding",0.59304932735426
"NM_002291",5831,34.67,21.2,"coding",0.493982300884956
"NM_002292",5815,5.26,3.77358490566038,"coding",0.602951510892481
"NM_002309",3868,10.85,2.17391304347826,"coding",0.570911909067424
"NM_002310",10099,10.07,6.66666666666667,"coding",0.361386615310544
"NM_002312",4115,3.28,2.29885057471264,"coding",0.355771567436209
"NM_002314",3332,34.67,5.04347826086957,"coding",0.620864381520119
"NM_002315",1274,42.34,2.98507462686567,"coding",0.544049459041731
"NM_002319",3201,9.22,3.77358490566038,"coding",0.655020459553037
"NM_002332",14896,1.12,3.84615384615385,"coding",0.600750519332574
"NM_002333",2601,7.78,8.70588235294118,"coding",0.673977328733366
"NM_002334",8076,4.19,4.66666666666667,"coding",0.549356223175966
"NM_002335",5100,21.68,8.63157894736842,"coding",0.628935677033031
"NM_002336",5301,10.39,4,"coding",0.409481076863051
"NM_002337",1493,38.98,6,"coding",0.52881485736167
"NM_002338",1640,32.71,2.7027027027027,"coding",0.40643585386576
"NM_002340",4225,16.94,8.6,"coding",0.580843225542366
"NM_002342",2136,108.35,9.29032258064516,"coding",0.615745079662605
"NM_002350",2298,15.45,3.63636363636364,"coding",0.455892370572207
"NM_002353",2805,3.57,2.89855072463768,"coding",0.581868131868132
"NM_002354",1528,3.53,3.63636363636364,"coding",0.443438914027149
"NM_002355",2454,53.6,8.90322580645161,"coding",0.457142857142857
"NM_002356",2589,99.79,6.59459459459459,"coding",0.438314711359404
"NM_002357",5587,3.93,2.22222222222222,"coding",0.425121643539376
"NM_002358",1390,28.81,6.93333333333333,"coding",0.38377654486321
"NM_002359",5043,7.57,2.38095238095238,"coding",0.572614107883817
"NM_002360",3350,77.67,2.38095238095238,"coding",0.633727810650888
"NM_002372",5128,20.21,3.2258064516129,"coding",0.40042728521288
"NM_002373",10275,1.21,6.28571428571429,"coding",0.552113773621664
"NM_002376",3404,41.88,4.36363636363636,"coding",0.491639777060722
"NM_002379",2414,4.55,2.17391304347826,"coding",0.546997389033943
"NM_002383",2789,105.31,10,"coding",0.658661417322835
"NM_002386",2400,4.94,2.73972602739726,"coding",0.621032685930838
"NM_002387",4181,16.68,2.8169014084507,"coding",0.46316300521908
"NM_002388",3143,48.82,8.52173913043478,"coding",0.516949152542373
"NM_002390",4402,1.75,2.5974025974026,"coding",0.624837451235371
"NM_002393",2554,10.54,2.94117647058824,"coding",0.423383084577114
"NM_002394",2408,485.12,10.1818181818182,"coding",0.576316974335885
"NM_002395",3360,19.07,9.23076923076923,"coding",0.39334931096465
"NM_002396",2730,7.06,15.1764705882353,"coding",0.392426087919389
"NM_002397",4077,7.45,3.07692307692308,"coding",0.380854278258481
"NM_002398",3198,19.01,2.1978021978022,"coding",0.424222514235655
"NM_002401",4843,10.12,3.7037037037037,"coding",0.571127946127946
"NM_002405",2040,1.03,2.53164556962025,"coding",0.596237337192475
"NM_002406",2937,106.7,4.51612903225806,"coding",0.548963883955003
"NM_002410",5078,5.98,3.7037037037037,"coding",0.483797407585214
"NM_002413",802,23.82,14.3076923076923,"coding",0.452702702702703
"NM_002417",12684,18.17,6.43478260869565,"coding",0.483485372758729
"NM_002419",3574,21.71,6.33333333333333,"coding",0.666384419983065
"NM_002428",4456,4.97,7.42857142857143,"coding",0.65534219596258
"NM_002430",7569,6.31,2.29885057471264,"coding",0.612746352700282
"NM_002431",1388,21.27,2.85714285714286,"coding",0.365936555891239
"NM_002435",1771,34.82,6.66666666666667,"coding",0.51303297082686
"NM_002436",2001,1.1,20.695652173913,"coding",0.505483549351944
"NM_002437",1051,24.05,11.4782608695652,"coding",0.528942115768463
"NM_002439",4645,4.77,4,"coding",0.416160252081927
"NM_002446",3428,7.88,5.5,"coding",0.697389451251998
"NM_002448",1944,12.9,2.35294117647059,"coding",0.598453608247423
"NM_002449",2224,2.03,2.89855072463768,"coding",0.470159453302961
"NM_002451",4937,21.11,3.33333333333333,"coding",0.388428381962865
"NM_002454",3291,52.67,3.33333333333333,"coding",0.423728813559322
"NM_002461",1812,10.11,4,"coding",0.655364091161757
"NM_002467",2377,454.37,2.1505376344086,"coding",0.487772104273045
"NM_002468",2826,5.8,5.29032258064516,"coding",0.529808773903262
"NM_002473",7474,58.95,16.4210526315789,"coding",0.5830089920816
"NM_002475",869,14.43,10.6666666666667,"coding",0.590579710144927
"NM_002477",661,3.78,3.17460317460317,"coding",0.61063829787234
"NM_002480",4613,15.35,2.94117647058824,"coding",0.384875444839858
"NM_002482",3396,41.35,8.57142857142857,"coding",0.463255813953488
"NM_002484",1213,20.04,6.66666666666667,"coding",0.528838342810723
"NM_002485",4689,16.05,6.66666666666667,"coding",0.369104283859801
"NM_002486",5381,13.66,10.4761904761905,"coding",0.402568733694562
"NM_002490",1202,23.92,3.84615384615385,"coding",0.461753731343284
"NM_002492",1088,29.09,11.6190476190476,"coding",0.397713741366992
"NM_002497",2130,28.23,5.41176470588235,"coding",0.417525773195876
"NM_002501",5576,24.97,5.11111111111111,"coding",0.609177755032412
"NM_002502",3001,12.31,6.875,"coding",0.611553784860558
"NM_002503",2213,20.58,6.95652173913043,"coding",0.645973154362416
"NM_002505",2834,27.92,2.4390243902439,"coding",0.463198582702529
"NM_002513",1038,12.63,8.5,"coding",0.649764150943396
"NM_002514",2389,17.53,10.2666666666667,"coding",0.450669914738124
"NM_002517",2066,1.39,2.66666666666667,"coding",0.694761904761905
"NM_002518",4004,9.64,4.25,"coding",0.531343283582089
"NM_002519",5895,3.35,2.63157894736842,"coding",0.373957140520203
"NM_002520",1373,395.71,16.4210526315789,"coding",0.412878787878788
"NM_002522",5441,8.31,6.51428571428571,"coding",0.560948703805847
"NM_002524",1963,65.24,9.64705882352941,"coding",0.374248728617661
"NM_002525",3851,40.67,22.1052631578947,"coding",0.450236966824645
"NM_002528",1097,25.59,8,"coding",0.63495145631068
"NM_002532",2381,33.35,11.4074074074074,"coding",0.435059540293547
"NM_002533",2921,16.71,3.03030303030303,"coding",0.452191922678633
"NM_002537",1906,42.89,7.63636363636364,"coding",0.523882896764253
"NM_002539",2062,169.44,16.8510638297872,"coding",0.493941841680129
"NM_002540",3772,22.49,10.3636363636364,"coding",0.508784954219253
"NM_002546",2291,2.52,5.4,"coding",0.399137517968376
"NM_002547",7350,2.44,3.84615384615385,"coding",0.446294094332144
"NM_002555",1563,5.55,2.63157894736842,"coding",0.659105638366818
"NM_002556",5083,24.49,4.96969696969697,"coding",0.483131763208148
"NM_002560",2043,3.06,4,"coding",0.560795454545455
"NM_002561",2206,26.68,12,"coding",0.569417475728155
"NM_002566",1977,4.58,8.8,"coding",0.656599552572707
"NM_002568",2869,84.57,21.6,"coding",0.461377140859839
"NM_002569",4180,42.85,8.84210526315789,"coding",0.620202495879444
"NM_002572",1195,77.05,5.44,"coding",0.409580838323353
"NM_002576",3264,12.86,9.6969696969697,"coding",0.501300954032957
"NM_002577",5802,16.68,8.96551724137931,"coding",0.399576478253787
"NM_002581",11025,2.57,2.98507462686567,"coding",0.472700756539969
"NM_002582",2984,17.69,5.86666666666667,"coding",0.453923803321394
"NM_002583",1967,37.23,3.33333333333333,"coding",0.366032699366033
"NM_002585",1819,45.04,3.27868852459016,"coding",0.442500352758572
"NM_002592",1355,35.04,9.6551724137931,"coding",0.450922509225092
"NM_002595",4041,9.07,2.66666666666667,"coding",0.402378592666006
"NM_002598",2066,14.94,10.8571428571429,"coding",0.439046199701937
"NM_002599",4240,65.46,8.85714285714286,"coding",0.584967320261438
"NM_002600",4309,1.61,2.56410256410256,"coding",0.462591039505628
"NM_002601",1140,9.3,10.56,"coding",0.485087719298246
"NM_002603",2990,11.81,2.46913580246914,"coding",0.408039733043613
"NM_002609",5718,4.23,3.7037037037037,"coding",0.575438596491228
"NM_002610",4576,2.74,3.84615384615385,"coding",0.394613416714042
"NM_002611",2319,7.69,10.7368421052632,"coding",0.596611177170036
"NM_002612",3710,2.05,2.32558139534884,"coding",0.394334906970286
"NM_002613",7254,7.15,4.12903225806452,"coding",0.51586859688196
"NM_002614",2131,1.44,5.5,"coding",0.444154715341156
"NM_002615",1542,2.5,2.8169014084507,"coding",0.558414464534075
"NM_002616",4656,15.17,4.52631578947368,"coding",0.626817792985458
"NM_002618",1752,21.09,2.77777777777778,"coding",0.385062611806798
"NM_002622",1324,40.45,8.25806451612903,"coding",0.49251497005988
"NM_002623",1383,11.02,2.46913580246914,"coding",0.307317073170732
"NM_002627",2628,91.37,9.8,"coding",0.578446306169078
"NM_002628",2117,38.11,12.7272727272727,"coding",0.416231884057971
"NM_002629",1762,22.18,18.6,"coding",0.527192008879023
"NM_002631",1937,99.7,15.4285714285714,"coding",0.507495590828924
"NM_002632",1758,2.08,8,"coding",0.630459770114943
"NM_002633",2487,36.4,18,"coding",0.509627727856226
"NM_002637",4215,10.21,11.3684210526316,"coding",0.45641107222399
"NM_002639",2558,4.18,2.85714285714286,"coding",0.401005413766435
"NM_002640",3407,2.09,3.44827586206897,"coding",0.417645287563987
"NM_002643",1162,12.28,3.50877192982456,"coding",0.389489953632148
"NM_002645",5061,5.26,8.16,"coding",0.375771238728049
"NM_002646",7618,6.42,3.2258064516129,"coding",0.547830199834457
"NM_002647",3083,6.22,3.44827586206897,"coding",0.382793414763675
"NM_002648",2684,8.01,2.1978021978022,"coding",0.564557898631151
"NM_002651",3471,38.73,4.61538461538461,"coding",0.545806451612903
"NM_002653",2373,46.89,3.77358490566038,"coding",0.68806161745828
"NM_002655",7313,2.74,2.17391304347826,"coding",0.366434140336479
"NM_002657",5640,11.67,2.38095238095238,"coding",0.511669024045262
"NM_002658",2360,4.53,6.16666666666667,"coding",0.527955612462655
"NM_002660",5205,15.4,4.84210526315789,"coding",0.54131415679639
"NM_002661",4242,2.7,3.63636363636364,"coding",0.471843987999077
