"transcript_id","length","expression","half_life","type","gc_content","mfe","seq_length","mfe_per_nt"
"NM_001071",1536,43.6,18.4,"coding",0.48853068815871,-514.3,1613,-0.318846869187849
"NM_001071775",2299,5.07,2.85714285714286,"coding",0.310174809502465,-503.5,2231,-0.225683549977589
"NM_001076674",2443,11.25,4.12121212121212,"coding",0.55449591280654,-839.2,2202,-0.3811080835604
"NM_001076677",1235,69.16,10,"coding",0.542402826855124,-414.7,1132,-0.366342756183746
"NM_001076683",4635,62.01,4.52173913043478,"coding",0.542645778938207,-1705.8,4596,-0.371148825065274
"NM_001076781",1596,1.87,2.29885057471264,"coding",0.408461157842652,-995.9,4042,-0.246387926768926
"NM_001077181",5589,3.36,8.75,"coding",0.41975798452688,-1439.4,5041,-0.285538583614362
"NM_001077206",4244,44.8,16,"coding",0.440849342770475,-1109.4,3956,-0.280434782608696
"NM_001077239",2695,7.01,4.33333333333333,"coding",0.468361745160358,-1021.8,3461,-0.295232591736492
"NM_001077241",2286,1.51,7.77142857142857,"coding",0.585675430643699,-862.1,2206,-0.390797824116047
"NM_001087",1859,50.57,13.1162790697674,"coding",0.577272727272727,-728.5,1760,-0.413920454545455
"NM_001093",9251,3.81,2.85714285714286,"coding",0.547181895815542,-3503.7,9368,-0.374007258753202
"NM_001098",2744,41.15,8,"coding",0.561082662765179,-1029.8,2734,-0.376664228237015
"NM_001101",1793,1093.32,21.4736842105263,"coding",0.551876379690949,-613.01,1812,-0.338305739514349
"NM_001102",3398,72.46,9.45454545454546,"coding",0.550601750547046,-1294.8,3656,-0.354157549234136
"NM_001105",2952,3.66,2.8169014084507,"coding",0.43982270712581,-856.3,2933,-0.291953631094443
"NM_001106",1584,23.76,3.03030303030303,"coding",0.456289254795451,-3835.4,11782,-0.325530470208793
"NM_001109",3280,1.79,2.1978021978022,"coding",0.639766799631789,-1483.6,3259,-0.455231666155262
"NM_001110",3927,16.46,10.4347826086957,"coding",0.375067216347016,-2899.97,11158,-0.259900519806417
"NM_001114",6138,23.22,3.77358490566038,"coding",0.543453994578217,-2381.3,6271,-0.379732100143518
"NM_001116",7732,13.58,4.18181818181818,"coding",0.578571428571429,-3222.3,7980,-0.403796992481203
"NM_001119",4068,35.13,9.33333333333333,"coding",0.543500252908447,-1413.4,3954,-0.357460799190693
"NM_001122",2010,11.13,3.77358490566038,"coding",0.476014760147601,-591.7,1897,-0.311913547706906
"NM_001124",1449,14.18,2.27272727272727,"coding",0.553619302949062,-557.9,1492,-0.373927613941019
"NM_001126",2775,28.38,3.44827586206897,"coding",0.38747553816047,-676.2,2555,-0.264657534246575
"NM_001127",4175,14.93,21.7142857142857,"coding",0.59015606242497,-1659.4,4165,-0.398415366146459
"NM_001144",3594,14.71,15.2727272727273,"coding",0.522872192958137,-1327,3607,-0.367895758247851
"NM_001146",4338,1.37,2.89855072463768,"coding",0.356501182033097,-986.9,4230,-0.233309692671395
"NM_001147",2269,4.42,2.38095238095238,"coding",0.383418706127869,-1237.5,5271,-0.234775184974388
"NM_001150",3494,2.23,20.6896551724138,"coding",0.58410704533042,-1368.5,3662,-0.373702894593119
"NM_001151",1340,32.33,10.8571428571429,"coding",0.464326160815402,-1423.5,4415,-0.32242355605889
"NM_001153",1982,9.49,3.50877192982456,"coding",0.408902301018484,-705.4,2651,-0.266088268577895
"NM_001155",2915,38.6,24,"coding",0.538248528902735,-1060.7,2889,-0.367151263412946
"NM_001156",2176,50.78,13.1428571428571,"coding",0.426524764633647,-672.9,2443,-0.275440032746623
"NM_001158",2681,3.05,2.85714285714286,"coding",0.547765793528505,-975.9,2596,-0.375924499229584
"NM_001166",3753,4.8,3.63636363636364,"coding",0.374335812964931,-978.8,3764,-0.260042507970244
"NM_001167",8413,2.83,2.63157894736842,"coding",0.389226454779154,-2907,8558,-0.339682168731012
"NM_001168",2724,98.68,8.92307692307692,"coding",0.512432012432012,-927.5,2574,-0.36033411033411
"NM_001172",1981,21.68,15.0857142857143,"coding",0.453689167974882,-564.2,1911,-0.295238095238095
"NM_001177",3199,11.31,8.4,"coding",0.379105411323115,-810.6,3197,-0.253550203315608
"NM_001184",8265,5.99,3.33333333333333,"coding",0.396788428536406,-2174.8,8158,-0.266584947291003
"NM_001188",2203,15.02,3.33333333333333,"coding",0.586175115207373,-939,2170,-0.432718894009217
"NM_001189",2165,7.39,2.17391304347826,"coding",0.624169986719788,-1035.4,2259,-0.45834440017707
"NM_001190",1595,42.95,13.3636363636364,"coding",0.603966730646193,-627.8,1563,-0.401663467690339
"NM_001194",3459,4.43,10.6666666666667,"coding",0.708187134502924,-1691.2,3420,-0.494502923976608
"NM_001196",2506,9.7,8.22222222222222,"coding",0.480477721635278,-704.3,2177,-0.323518603582912
"NM_001200",3150,3.95,2.32558139534884,"coding",0.520733427362482,-1241.4,3545,-0.350183356840621
"NM_001203",2032,18.04,2.4390243902439,"coding",0.38405017921147,-1461.4,5580,-0.261899641577061
"NM_001204",11449,6.82,6.85714285714286,"coding",0.390536957242294,-3112.34,12068,-0.257900232018561
"NM_001206",5208,18.23,2.22222222222222,"coding",0.462411074793309,-1687.3,5201,-0.324418381080561
"NM_001207",1262,103.39,19.9024390243902,"coding",0.414492753623188,-259.5,1035,-0.250724637681159
"NM_001211",3721,30.91,3.84615384615385,"coding",0.43090760425184,-1011.3,3669,-0.275633687653312
"NM_001212",1163,218.09,21.6,"coding",0.508126603934987,-406,1169,-0.347305389221557
"NM_001217",1686,8.29,15.4285714285714,"coding",0.59067055393586,-691.6,1715,-0.403265306122449
"NM_001218",3992,32.71,6,"coding",0.495408330600197,-1984.4,6098,-0.325418169891768
"NM_001219",3320,150.44,14.9090909090909,"coding",0.405241169768325,-1417.8,5266,-0.269236612229396
"NM_001226",1661,7.54,6.13333333333333,"coding",0.427784577723378,-482.7,1634,-0.295410036719706
"NM_001234",1425,1.35,2.1978021978022,"coding",0.542986425339367,-482,1326,-0.363499245852187
"NM_001235",2208,152.78,16.7142857142857,"coding",0.589407191448008,-814.7,2058,-0.395869776482021
"NM_001236",1128,1.1,4,"coding",0.57314629258517,-403.8,998,-0.404609218436874
"NM_001237",1682,132.72,6.13333333333333,"coding",0.419213973799127,-800.5,2748,-0.291302765647744
"NM_001239",1398,21.12,6,"coding",0.42265625,-326.8,1280,-0.2553125
"NM_001240",2568,29.27,2.27272727272727,"coding",0.403064230995875,-1889.94,6788,-0.278423688862699
"NM_001242",1323,1.82,4.8,"coding",0.592771084337349,-484.3,1245,-0.388995983935743
"NM_001247",2762,14.01,5.57142857142857,"coding",0.562865497076023,-1605.9,4104,-0.391301169590643
"NM_001249",1998,2.79,10,"coding",0.43261737312298,-1485.9,5261,-0.282436799087626
"NM_001253",3012,38.48,4.16,"coding",0.384073065213908,-1698.5,6241,-0.272151898734177
"NM_001254",3053,25.73,3.63636363636364,"coding",0.447852760736196,-1413.6,4564,-0.309728308501315
"NM_001255",1686,149.12,9,"coding",0.569436021831413,-622.6,1649,-0.377562158884172
"NM_001256",3277,14.19,6.26086956521739,"coding",0.368096054888508,-1474.7,5830,-0.25295025728988
"NM_001257",3842,6.88,13,"coding",0.428897917724733,-2185.1,7876,-0.277437785678009
"NM_001258",1161,5.31,2.4390243902439,"coding",0.574691358024691,-663.9,1620,-0.409814814814815
"NM_001259",11611,37.19,6.31578947368421,"coding",0.396430410159602,-3173.2,11654,-0.272284194268062
"NM_001260",1772,13.72,3.50877192982456,"coding",0.453833605220228,-913.5,3065,-0.298042414355628
"NM_001261",1791,50.87,2.89855072463768,"coding",0.55094643576319,-948.2,2483,-0.381876761981474
"NM_001268",3204,1.62,4,"coding",0.429918699186992,-901.5,3075,-0.293170731707317
"NM_001269",2532,130.56,7.45454545454546,"coding",0.544017094017094,-893.2,2340,-0.381709401709402
"NM_001270",6457,13.07,2.4390243902439,"coding",0.382934315531001,-2083.9,8145,-0.25585021485574
"NM_001273",6511,51.36,16.8,"coding",0.513480203358496,-2253,6491,-0.347095979047913
"NM_001274",2042,16.25,4.53333333333333,"coding",0.379869206710264,-879.7,3517,-0.25012794995735
"NM_001278",3539,8.64,3.84615384615385,"coding",0.389444444444444,-980,3600,-0.272222222222222
"NM_001280",1322,20.73,7.04,"coding",0.519129782445611,-455.6,1333,-0.34178544636159
"NM_001283",958,80.59,20.2758620689655,"coding",0.553017944535073,-494.8,1226,-0.403588907014682
"NM_001287",3760,8.8,9,"coding",0.638675623800384,-1916.7,4168,-0.459860844529751
"NM_001293",1368,78.94,10.3448275862069,"coding",0.401408450704225,-818.6,2982,-0.274513749161637
"NM_001294",2486,29.97,15.6,"coding",0.604048582995951,-964.5,2470,-0.390485829959514
"NM_001303",3031,19.7,3.38983050847458,"coding",0.512422360248447,-966,2898,-0.333333333333333
"NM_001306",1294,1.04,2.8169014084507,"coding",0.691522762951334,-601.8,1274,-0.472370486656201
"NM_001307",1332,3.97,3.44827586206897,"coding",0.559662775616083,-616.9,1542,-0.400064850843061
"NM_001310",3748,5.02,6.78260869565217,"coding",0.402387267904509,-1044.9,3770,-0.277161803713528
"NM_001311",429,13.7,4,"coding",0.635416666666667,-288,672,-0.428571428571429
"NM_001312",1236,2.1,20.1428571428571,"coding",0.664685908319185,-515.3,1178,-0.437436332767402
"NM_001313",3155,1.16,3.44827586206897,"coding",0.559362279511533,-1087.8,2948,-0.368995929443691
"NM_001315",3757,25.48,3.33333333333333,"coding",0.459497868308858,-1378.9,4222,-0.326598768356229
"NM_001316",3579,76.96,17.25,"coding",0.391830985915493,-896.9,3550,-0.252647887323944
"NM_001319",2446,44.55,9,"coding",0.650777202072539,-1305.7,2895,-0.451018998272884
"NM_001321",901,22.16,11.2307692307692,"coding",0.479074889867841,-290,908,-0.319383259911894
"NM_001325",2027,30.51,8.8695652173913,"coding",0.478599221789883,-817.9,2570,-0.318249027237354
"NM_001328",2483,99.97,8.54545454545454,"coding",0.610989969472307,-962.9,2293,-0.419930222416049
"NM_001329",3780,35.95,2.89855072463768,"coding",0.427242810130205,-1977.9,6989,-0.283001860065818
"NM_001331",6232,35.34,6.8,"coding",0.462285627561087,-2038.5,6589,-0.309379268477766
"NM_001335",1292,1.41,2.04081632653061,"coding",0.588836477987421,-480.4,1272,-0.377672955974843
"NM_001338",2492,6.54,6.4,"coding",0.364384051492938,-1475.2,5593,-0.263758269265153
"NM_001343",3268,32.27,4.13793103448276,"coding",0.446029919447641,-1232.6,4345,-0.283682393555811
"NM_001345",2801,3.27,3.125,"coding",0.507517418408508,-882.9,2727,-0.323762376237624
"NM_001347",4653,2.38,2.77777777777778,"coding",0.660141966014197,-2284.5,4649,-0.4913959991396
"NM_001348",2105,16.09,4.4,"coding",0.660979877515311,-1082.4,2286,-0.473490813648294
"NM_001349",2322,14,10.8571428571429,"coding",0.381413359148112,-773.9,3099,-0.24972571797354
"NM_001352",1478,6.46,2.5,"coding",0.652073732718894,-976.5,2170,-0.45
"NM_001356",5433,74.01,6.66666666666667,"coding",0.406040992448759,-1298.4,4635,-0.280129449838188
"NM_001357",4308,90.04,21.12,"coding",0.434008457600712,-1332.7,4493,-0.296616959715112
"NM_001358",3019,102.4,7.16666666666667,"coding",0.426951300867245,-822.9,2998,-0.274482988659106
"NM_001360",2597,109.71,11.5151515151515,"coding",0.580510087552341,-1033.4,2627,-0.393376475066616
"NM_001361",2080,13.82,3.27868852459016,"coding",0.526022702934247,-1982,4669,-0.424502034696937
"NM_001363",2465,145.3,9.29032258064516,"coding",0.46253543944917,-735.3,2469,-0.297812879708384
"NM_001365",3995,7,4,"coding",0.537580739870816,-2635.6,6812,-0.386905460951262
"NM_001374",1365,3.1,2.66666666666667,"coding",0.659006671608599,-605.8,1349,-0.449073387694589
"NM_001375",2011,15.45,17.6666666666667,"coding",0.554695562435501,-740.8,1938,-0.382249742002064
"NM_001378",2602,7.49,10.8,"coding",0.37459807073955,-1141.8,4354,-0.262241616903996
"NM_001379",5434,33.87,11.2727272727273,"coding",0.549368541905855,-1874.7,5226,-0.358725602755454
"NM_001380",6751,9.03,3.44827586206897,"coding",0.471004869411244,-2074.6,6777,-0.306123653534012
"NM_001381",1908,1.36,3.7037037037037,"coding",0.604796663190824,-818.3,1918,-0.426642335766423
"NM_001382",2159,14.26,16.8648648648649,"coding",0.51228437009932,-593.5,1913,-0.310245687401986
"NM_001383",2217,57.29,6.82352941176471,"coding",0.577097505668934,-1035.7,2646,-0.391421012849584
"NM_001386",4567,18.49,11.1428571428571,"coding",0.477767896843041,-1421.6,4498,-0.316051578479324
"NM_001387",5066,6.87,18,"coding",0.491179385530228,-1675.8,5045,-0.33217046580773
"NM_001388",1888,27.39,4.4,"coding",0.572631578947368,-746.1,1900,-0.392684210526316
"NM_001390",6166,6.35,3.17460317460317,"coding",0.43733249251143,-1821.2,6343,-0.287119659467129
"NM_001393",3163,1.49,2.4390243902439,"coding",0.378649921507064,-789.7,3185,-0.247943485086342
"NM_001394",3404,4.79,3.38983050847458,"coding",0.514136502791284,-2028.7,5553,-0.365334053664686
"NM_001395",2303,21.91,9.21739130434783,"coding",0.651973131821998,-1173.2,2382,-0.492527287993283
"NM_001397",2409,49.51,10,"coding",0.583580027629761,-2009.2,5067,-0.396526544306296
"NM_001405",642,1.33,3.2258064516129,"coding",0.642739273927393,-1099.6,2424,-0.453630363036304
"NM_001407",11965,5.3,3.17460317460317,"coding",0.613676359674851,-5290.3,11933,-0.443333612670745
"NM_001408",10531,1.94,6.76923076923077,"coding",0.613254652746255,-4736.2,11015,-0.429977303676804
"NM_001409",7450,5.73,2.98507462686567,"coding",0.632540642214161,-3435,7443,-0.461507456670697
"NM_001412",4431,12.76,8.19047619047619,"coding",0.35070231082918,-1092.21,4414,-0.247442229270503
"NM_001414",1794,29.1,10.6086956521739,"coding",0.448477263245724,-705.5,2397,-0.294326241134752
"NM_001415",3486,60.66,20.8235294117647,"coding",0.409892970783917,-941.7,3457,-0.272403818339601
"NM_001417",3885,123.82,8.66666666666667,"coding",0.447873443983402,-1136,3856,-0.294605809128631
"NM_001418",3911,346.64,22.0540540540541,"coding",0.43384290985767,-1072.2,3794,-0.282604111755403
"NM_001419",6075,27.72,9.51724137931035,"coding",0.463164849686158,-1839.6,6054,-0.30386521308226
"NM_001421",4190,31.62,3.57142857142857,"coding",0.542607003891051,-1875.6,5140,-0.364902723735409
"NM_001424",1484,16.06,12.5714285714286,"coding",0.474396703943496,-1931.3,5097,-0.378909162252305
"NM_001429",8765,8.88,3.7037037037037,"coding",0.497892698485021,-2731.3,8779,-0.311117439343889
"NM_001430",5186,68.76,8,"coding",0.525897187196896,-1767.7,5155,-0.342909796314258
"NM_001431",4336,26.66,10.4,"coding",0.451141552511416,-1261.2,4380,-0.287945205479452
"NM_001433",3620,3.35,2.5974025974026,"coding",0.508423052564914,-2689.6,7895,-0.340671310956301
"NM_001436",1135,184.78,20,"coding",0.572444444444444,-432.5,1125,-0.384444444444444
"NM_001440",6172,36.42,4.55172413793103,"coding",0.540080282204111,-3130.6,8221,-0.380805254835178
"NM_001441",2063,2.52,2.10526315789474,"coding",0.620470127326151,-912.9,2042,-0.447061704211557
"NM_001444",662,27.55,3.77358490566038,"coding",0.423076923076923,-175.8,676,-0.260059171597633
"NM_001449",2398,17.54,19.7647058823529,"coding",0.470861486486487,-732.9,2368,-0.309501689189189
"NM_001451",2579,43.56,2.1505376344086,"coding",0.511647727272727,-1200.4,3520,-0.341022727272727
"NM_001452",2187,27.97,2.8169014084507,"coding",0.635658914728682,-1100.8,2451,-0.449122807017544
"NM_001453",1662,23.69,2.24719101123596,"coding",0.56264122520713,-1577.9,3983,-0.396158674366056
"NM_001455",3338,8.29,2.38095238095238,"coding",0.488075657894737,-2461.8,7296,-0.337417763157895
"NM_001457",9463,27.23,12.4444444444444,"coding",0.548035165766338,-3470,9441,-0.367545810825124
"NM_001461",2326,4.76,20.1818181818182,"coding",0.425568425568426,-671.6,2331,-0.288116688116688
"NM_001466",1983,21.85,3.63636363636364,"coding",0.55781952897592,-1488.3,3779,-0.393834347711035
"NM_001467",2551,17.09,12,"coding",0.541955017301038,-901.8,2312,-0.390051903114187
"NM_001469",2156,107.12,23.4,"coding",0.483977379830349,-683.5,2122,-0.322101790763431
"NM_001481",3186,7.23,3.38983050847458,"coding",0.571751777634131,-1184.4,3094,-0.382805429864253
"NM_001483",1975,17.83,22.56,"coding",0.409934771700953,-542.2,1993,-0.272052182639237
"NM_001485",1335,1.65,2.32558139534884,"coding",0.617757009345794,-902.3,2140,-0.421635514018692
"NM_001490",5536,2.17,2.24719101123596,"coding",0.398670499461013,-1498.85,5566,-0.269286740927057
"NM_001492",2558,4.48,8,"coding",0.713842574641334,-1303,2579,-0.505234587049244
"NM_001493",2225,51.18,9.76,"coding",0.557589285714286,-792,2240,-0.353571428571429
"NM_001494",2274,84.84,11.0769230769231,"coding",0.425772747061384,-620.1,2297,-0.269960818458859
"NM_001497",4080,156.56,8.44444444444444,"coding",0.50742337164751,-1452.52,4176,-0.347825670498084
"NM_001498",3717,18.53,4.16,"coding",0.442007926023778,-1155.4,3785,-0.305257595772787
"NM_001500",1698,42.74,2.5974025974026,"coding",0.549549549549549,-595.4,1665,-0.357597597597598
"NM_001505",2981,1.1,2.1978021978022,"coding",0.609245357566179,-1040.5,2531,-0.411102331094429
"NM_001508",1362,8,2.63157894736842,"coding",0.548524844720497,-955.4,2576,-0.370885093167702
"NM_001511",1103,1.48,4,"coding",0.454003407155026,-336.4,1174,-0.286541737649063
"NM_001512",1317,2.41,3.77358490566038,"coding",0.424193548387097,-329.8,1240,-0.265967741935484
"NM_001514",1304,25.01,2.66666666666667,"coding",0.391494684177611,-417.8,1599,-0.261288305190744
"NM_001516",1505,14.36,3.125,"coding",0.39224526600541,-1030,3327,-0.309588217613466
"NM_001520",7106,37.92,9,"coding",0.56459802538787,-2728.2,7090,-0.384795486600846
"NM_001527",1985,76,11.1428571428571,"coding",0.377631714080312,-2551.6,9737,-0.262051966724864
"NM_001531",1263,2.59,7,"coding",0.451000253228665,-2466.6,7898,-0.312306913142568
"NM_001532",2529,40.41,3.33333333333333,"coding",0.606109979633401,-991.2,2455,-0.403747454175153
"NM_001535",2249,18.62,8,"coding",0.523385300668151,-809.6,2245,-0.360623608017817
"NM_001538",2535,2.51,2.85714285714286,"coding",0.655107778819119,-958.44,2134,-0.44912839737582
"NM_001539",1538,137.43,6.94736842105263,"coding",0.408365674859853,-626.5,2319,-0.270159551530832
"NM_001540",865,165.91,18,"coding",0.652509652509653,-288.2,777,-0.370913770913771
"NM_001542",7253,2.54,6.5,"coding",0.530230653746417,-2758.3,7327,-0.376456940084619
"NM_001543",7913,20.49,7.45454545454546,"coding",0.566471102234428,-3230.2,8011,-0.403220571713893
"NM_001545",888,18.25,8.5,"coding",0.514541387024608,-299.4,894,-0.33489932885906
"NM_001547",3058,7.41,2.27272727272727,"coding",0.417329796640141,-937.8,3393,-0.276392572944297
"NM_001549",1999,6.41,3.125,"coding",0.443514644351464,-678.1,2390,-0.283723849372385
"NM_001550",2487,43.5,4.53333333333333,"coding",0.409911287855613,-898.6,3269,-0.27488528602019
"NM_001551",1679,8.61,4.96551724137931,"coding",0.488109393579073,-522.6,1682,-0.310701545778835
"NM_001552",2246,61.23,14.7692307692308,"coding",0.626303854875284,-958.7,2205,-0.434784580498866
"NM_001554",2037,16.24,3.50877192982456,"coding",0.504828797190518,-749,2278,-0.328797190517998
"NM_001556",3916,13.08,3.27868852459016,"coding",0.524631792788217,-1370.4,3938,-0.347993905535805
"NM_001559",4040,4.96,2.06185567010309,"coding",0.474509803921569,-1641.2,5355,-0.306479925303455
"NM_001560",4006,13.01,15.2307692307692,"coding",0.426926926926927,-1149,3996,-0.287537537537538
"NM_001562",1145,5.8,10.1621621621622,"coding",0.42152466367713,-308.6,1115,-0.276771300448431
"NM_001564",1135,4.66,2.7027027027027,"coding",0.402766476810415,-685.3,2458,-0.278803905614321
"NM_001567",4737,71.29,5.71428571428571,"coding",0.610565880141992,-2098.1,4789,-0.438108164543746
"NM_001568",1516,116.56,12,"coding",0.37190900098912,-478.8,2022,-0.236795252225519
"NM_001570",3469,12.93,3.125,"coding",0.515010201107549,-1226.8,3431,-0.357563392596911
"NM_001571",1648,29.1,6.93333333333333,"coding",0.613166144200627,-696.2,1595,-0.436489028213166
"NM_001572",2051,2.82,3.7037037037037,"coding",0.665626625065003,-903.1,1923,-0.469630785231409
"NM_001584",2272,5.9,2.66666666666667,"coding",0.440671350507416,-707.5,2562,-0.276151444184231
"NM_001587",5165,12.53,7.61904761904762,"coding",0.455622450961352,-1569.9,5149,-0.3048941542047
"NM_001605",3344,82.98,10.0606060606061,"coding",0.533313936572592,-1231.7,3437,-0.358364853069537
"NM_001606",8172,10.8,4.5,"coding",0.635443662840923,-3610.5,8103,-0.445575712699
"NM_001607",1695,15.31,3.7037037037037,"coding",0.583284284873455,-708.4,1699,-0.416951147733961
"NM_001610",2109,18.02,11.3846153846154,"coding",0.573188062529607,-801.4,2111,-0.379630506868783
"NM_001613",1330,1.45,3.2258064516129,"coding",0.518161601186064,-418.7,1349,-0.310378057820608
"NM_001614",1919,646.97,12.3529411764706,"coding",0.546638874413757,-691.4,1919,-0.36029181865555
"NM_001616",5244,1.96,2.32558139534884,"coding",0.367472190257,-1309.6,5214,-0.251169927119294
"NM_001618",3859,96.64,20.2758620689655,"coding",0.49597787833082,-1342.6,3978,-0.337506284565108
"NM_001619",3603,34.66,5.66666666666667,"coding",0.6303261827799,-1528.7,3403,-0.449221275345284
"NM_001621",5827,7.13,2.77777777777778,"coding",0.407656575364408,-1950.08,6243,-0.312362646163703
"NM_001625",3606,82.25,15.1428571428571,"coding",0.452261306532663,-1848,5970,-0.309547738693467
"NM_001626",1715,105.24,7.63636363636364,"coding",0.58,-2231.7,5250,-0.425085714285714
"NM_001627",4760,6.16,10,"coding",0.395660497766433,-1220.7,4701,-0.259668155711551
"NM_001631",2516,17.56,8.53333333333333,"coding",0.593952483801296,-1328.9,3241,-0.410027769207035
"NM_001634",3421,42.99,2.7027027027027,"coding",0.378615249780894,-889.8,3423,-0.259947414548642
"NM_001640",2775,26.91,3.57142857142857,"coding",0.580757207363668,-1191.5,2879,-0.413858978812088
"NM_001645",464,6.22,8.66666666666667,"coding",0.577821011673152,-202.1,514,-0.393190661478599
"NM_001649",7445,1.94,3.07692307692308,"coding",0.574792614396575,-2889.5,7474,-0.386606903933637
"NM_001654",2466,49.94,8,"coding",0.589991589571068,-916.5,2378,-0.385407905803196
"NM_001655",3916,61.49,7.65217391304348,"coding",0.43415122684026,-1121.9,3994,-0.280896344516775
"NM_001659",3595,115.23,10.6285714285714,"coding",0.521900519673348,-1484.1,4041,-0.367260579064588
"NM_001660",1610,89.08,11.7073170731707,"coding",0.395363408521303,-422.5,1596,-0.264724310776942
"NM_001661",1602,5.18,2.10526315789474,"coding",0.548162230671736,-628.4,1578,-0.398225602027883
"NM_001663",1806,58.14,2.53164556962025,"coding",0.428387096774194,-1183.6,3875,-0.305445161290323
"NM_001665",1286,31.06,3.27868852459016,"coding",0.6,-505.6,1295,-0.39042471042471
"NM_001672",584,3.78,3.7037037037037,"coding",0.601837672281776,-258.6,653,-0.396018376722818
"NM_001674",2361,8.25,2.24719101123596,"coding",0.504123711340206,-651.6,1940,-0.335876288659794
"NM_001675",2022,54.89,4.71428571428571,"coding",0.562469377756002,-809.5,2041,-0.396619304262616
"NM_001679",1853,59.16,22.2,"coding",0.416350839198701,-492.6,1847,-0.266702761234434
"NM_001687",1005,47.82,22.1052631578947,"coding",0.695477386934673,-463,995,-0.465326633165829
"NM_001690",4567,15.97,15.4736842105263,"coding",0.404590163934426,-1300.9,4575,-0.284349726775956
"NM_001692",1956,1.47,2.17391304347826,"coding",0.591504981646565,-737.5,1907,-0.38673308862087
"NM_001693",3054,35.07,8.73684210526316,"coding",0.454831932773109,-885.4,2856,-0.310014005602241
"NM_001696",1406,20.86,8.57142857142857,"coding",0.45986496624156,-391.2,1333,-0.293473368342086
"NM_001698",1548,21.75,2.98507462686567,"coding",0.44853875476493,-478.1,1574,-0.303748411689962
"NM_001706",3630,5.47,2.32558139534884,"coding",0.499697519661222,-1036.5,3306,-0.313520871143376
"NM_001707",1690,75.38,5.29032258064516,"coding",0.56464221286831,-637,1663,-0.383042693926639
"NM_001718",4968,32.09,18.1818181818182,"coding",0.556553911205074,-1483.9,3784,-0.392151162790698
"NM_001720",3773,2.78,3.57142857142857,"coding",0.560712805636138,-1874.3,4826,-0.388375466224617
"NM_001722",1946,51.77,3.44827586206897,"coding",0.491004497751124,-1877.8,5336,-0.351911544227886
"NM_001730",3350,35.92,2.32558139534884,"coding",0.452672439534189,-978.67,3349,-0.292227530606151
"NM_001731",1783,6.87,2.94117647058824,"coding",0.385612443292288,-1234.6,4629,-0.266709872542666
"NM_001736",2342,1.15,3.03030303030303,"coding",0.51118760757315,-767.1,2324,-0.330077452667814
"NM_001744",2168,7.12,3.27868852459016,"coding",0.371713280857478,-3026.8,11942,-0.253458382180539
"NM_001745",2203,11.56,2.63157894736842,"coding",0.427452786734224,-616.1,2171,-0.283786273606633
"NM_001748",3419,37.23,17.5,"coding",0.49554367201426,-1119.87,3366,-0.332700534759358
"NM_001752",2305,23.57,17.6727272727273,"coding",0.450458315146224,-689.9,2291,-0.301134875600175
"NM_001753",2704,13.34,11.2,"coding",0.408794788273616,-655.4,2456,-0.26685667752443
"NM_001754",7288,4.75,2.7027027027027,"coding",0.46189917936694,-1808.4,5971,-0.302863841902529
"NM_001755",3181,32.43,8.13793103448276,"coding",0.405552010210594,-890.2,3134,-0.284045947670708
"NM_001757",1245,75.42,6.30769230769231,"coding",0.541390728476821,-446.2,1208,-0.369370860927152
"NM_001759",6480,1.11,7.76470588235294,"coding",0.455259510241799,-2025.8,6493,-0.311997535807793
"NM_001760",2095,58.32,10,"coding",0.599703849950642,-822.3,2026,-0.405873642645607
"NM_001761",4238,49.26,3.125,"coding",0.5725768321513,-1679.6,4230,-0.397068557919622
"NM_001769",1246,44.69,22.2857142857143,"coding",0.450612244897959,-378,1225,-0.308571428571429
"NM_001776",1959,2.95,2.63157894736842,"coding",0.414071880252942,-3434.5,12493,-0.274913951813015
"NM_001779",1040,17.81,3.03030303030303,"coding",0.383057090239411,-274.1,1086,-0.252394106813996
"NM_001785",985,13.8,10.4615384615385,"coding",0.563658838071693,-272.2,809,-0.33646477132262
"NM_001786",1235,105.42,3.84615384615385,"coding",0.353626257278984,-466,1889,-0.246691371095818
"NM_001789",3717,32.53,2.46913580246914,"coding",0.518210197710718,-1410.1,3844,-0.366831425598335
"NM_001790",2115,12.86,3.7037037037037,"coding",0.463449593884377,-646.5,2093,-0.308886765408505
"NM_001791",2308,40.18,11.741935483871,"coding",0.420832143197182,-3177.7,10503,-0.302551651908978
"NM_001792",4122,5.52,19.1111111111111,"coding",0.431025896414343,-1124,4016,-0.279880478087649
"NM_001800",1416,2.93,3.33333333333333,"coding",0.611929824561404,-655.9,1425,-0.460280701754386
"NM_001802",2702,16.39,2.35294117647059,"coding",0.500739644970414,-890.7,2704,-0.329400887573965
"NM_001806",3750,9.13,2.40963855421687,"coding",0.412600536193029,-1061.8,3730,-0.284664879356568
"NM_001810",2856,27.33,5.2972972972973,"coding",0.665051903114187,-1447.9,2890,-0.501003460207612
"NM_001812",3349,3.74,2.29885057471264,"coding",0.380624358786458,-2001.1,6823,-0.293287410230104
"NM_001813",8630,2.96,2.7027027027027,"coding",0.350544432736214,-1700.99,8541,-0.199155836553097
"NM_001821",7082,6.28,6.4,"coding",0.348175381263617,-1771.77,7344,-0.24125408496732
"NM_001822",2607,3.36,11.04,"coding",0.457541191381496,-954.4,3156,-0.302408111533587
